AllTrace
Swept SA
A.27.05,N9030B
550 B1X B1Y B25 B40 DP2 DP4 EP1 FS1 FS2 FSA LFE MPB NF2 NUL P50 PFR RTL RTS RT1 ESC FT1 RCL ,01
Segment,0
Number of Points,1001
Sweep Time,0.001
Start Frequency,100000000
Stop Frequency,1000000000
Average Count,0
Average Type,LogPower(Video)
RBW,1000000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,1000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,DC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold,Maxhold,Maxhold,Maxhold,Maxhold,Maxhold
Detector,Peak,Peak,Peak,Peak,Peak,Peak
Trace Math,Off,Off,Off,Off,Off,Off
Trace Math Oper1,Trace5,Trace6,Trace1,Trace2,Trace3,Trace4
Trace Math Oper2,Trace6,Trace1,Trace2,Trace3,Trace4,Trace5
Trace Math Offset,0,0,0,0,0,0
Normalize,Off
Trace Name,Trace1,Trace2,Trace3,Trace4,Trace5,Trace6
X Axis Units,Hz
Y Axis Units,dBuV
DATA
100000000,98.2434842993416,98.2464235235848,98.2493637015023,-893.01029995664,-893.01029995664,-893.01029995664
100900000,98.2437401233162,98.2437401233162,98.2437401233162,-893.01029995664,-893.01029995664,-893.01029995664
101800000,98.2322380966439,98.2322380966439,98.241057676722,-893.01029995664,-893.01029995664,-893.01029995664
102700000,98.2266154721322,98.2266154721322,98.2236752942147,-893.01029995664,-893.01029995664,-893.01029995664
103600000,98.2151124917855,98.218052669703,98.218052669703,-893.01029995664,-893.01029995664,-893.01029995664
104500000,98.2116947622933,98.2124290915169,98.2124290915169,-893.01029995664,-893.01029995664,-893.01029995664
105400000,98.2068064670052,98.2097456912484,98.2126858691659,-893.01029995664,-893.01029995664,-893.01029995664
106300000,98.2041230667367,98.2011828888192,98.2041230667367,-893.01029995664,-893.01029995664,-893.01029995664
107200000,98.1955602643075,98.2043798443856,98.1955602643075,-893.01029995664,-893.01029995664,-893.01029995664
108100000,98.1899376397957,98.1928768640389,98.1899376397957,-893.01029995664,-893.01029995664,-893.01029995664
109000000,98.1843140616097,98.1784346594491,98.1843140616097,-893.01029995664,-893.01029995664,-893.01029995664
109900000,98.178691437098,98.1757512591805,98.1757512591805,-893.01029995664,-893.01029995664,-893.01029995664
110800000,98.1789482147469,98.1818874389901,98.1671884567513,-893.01029995664,-893.01029995664,-893.01029995664
111700000,98.1645060101571,98.1645060101571,98.1733246365609,-893.01029995664,-893.01029995664,-893.01029995664
112600000,98.1618226098885,98.1677020120491,98.1677020120491,-893.01029995664,-893.01029995664,-893.01029995664
113500000,98.15913920962,98.1650186117806,98.1650186117806,-893.01029995664,-893.01029995664,-893.01029995664
114400000,98.1582696979012,98.1612089221444,98.1553295199837,-893.01029995664,-893.01029995664,-893.01029995664
115300000,98.1536551071419,98.1536551071419,98.1507158828988,-893.01029995664,-893.01029995664,-893.01029995664
116200000,98.149041470057,98.149041470057,98.1461012921395,-893.01029995664,-893.01029995664,-893.01029995664
117100000,98.1356082528939,98.1414876550545,98.1356082528939,-893.01029995664,-893.01029995664,-893.01029995664
118000000,98.1368730642952,98.1368730642952,98.1398132422127,-893.01029995664,-893.01029995664,-893.01029995664
118900000,98.1234398471322,98.1175604449715,98.1263800250496,-893.01029995664,-893.01029995664,-893.01029995664
119800000,98.1188262100472,98.1188262100472,98.1180909271493,-893.01029995664,-893.01029995664,-893.01029995664
120700000,98.1171517972054,98.1200910214486,98.1142116192879,-893.01029995664,-893.01029995664,-893.01029995664
121600000,98.1125372064461,98.1184166086068,98.1154773843636,-893.01029995664,-893.01029995664,-893.01029995664
122500000,98.1079235693612,98.1108627936043,98.1108627936043,-893.01029995664,-893.01029995664,-893.01029995664
123400000,98.1033089786019,98.1062491565194,98.11212855868,-893.01029995664,-893.01029995664,-893.01029995664
124300000,98.0957551635994,98.1016345657601,98.1045747436776,-893.01029995664,-893.01029995664,-893.01029995664
125200000,98.0940807507577,98.1029003308358,98.0970209286751,-893.01029995664,-893.01029995664,-893.01029995664
126100000,98.0894671136727,98.0924063379159,98.0953465158333,-893.01029995664,-893.01029995664,-893.01029995664
127000000,98.0907328787484,98.096612280909,98.0877927008309,-893.01029995664,-893.01029995664,-893.01029995664
127900000,98.0890584659066,98.0890584659066,98.0861182879891,-893.01029995664,-893.01029995664,-893.01029995664
128800000,98.0873840530648,98.0873840530648,98.0903232773079,-893.01029995664,-893.01029995664,-893.01029995664
129700000,98.0827694623055,98.0827694623055,98.0827694623055,-893.01029995664,-893.01029995664,-893.01029995664
130600000,98.0752156473031,98.0752156473031,98.0810950494637,-893.01029995664,-893.01029995664,-893.01029995664
131500000,98.0735412344613,98.0735412344613,98.0706020102181,-893.01029995664,-893.01029995664,-893.01029995664
132400000,98.0640304797616,98.066970657679,98.0728500598397,-893.01029995664,-893.01029995664,-893.01029995664
133300000,98.0588923218026,98.0618315460457,98.0618315460457,-893.01029995664,-893.01029995664,-893.01029995664
134200000,98.0508130322518,98.0449336300912,98.0537532101693,-893.01029995664,-893.01029995664,-893.01029995664
135100000,98.0397945184579,98.0397945184579,98.0456748742928,-893.01029995664,-893.01029995664,-893.01029995664
136000000,98.0317161825814,98.0346563604989,98.037595584742,-893.01029995664,-893.01029995664,-893.01029995664
136900000,98.0236378467049,98.0295172488656,98.0265770709481,-893.01029995664,-893.01029995664,-893.01029995664
137800000,98.0214389129891,98.0214389129891,98.0273183151497,-893.01029995664,-893.01029995664,-893.01029995664
138700000,98.0074802212777,98.0133596234383,98.0133596234383,-893.01029995664,-893.01029995664,-893.01029995664
139600000,98.0023420633187,98.0082214654793,98.0052812875618,-893.01029995664,-893.01029995664,-893.01029995664
140500000,97.9942627737679,97.9942627737679,98.0001421759285,-893.01029995664,-893.01029995664,-893.01029995664
141400000,97.9920638400521,97.9920638400521,97.9950040179696,-893.01029995664,-893.01029995664,-893.01029995664
142300000,97.9810453262581,97.9869247284188,97.9869247284188,-893.01029995664,-893.01029995664,-893.01029995664
143200000,97.9788463925423,97.9788463925423,97.9817856167855,-893.01029995664,-893.01029995664,-893.01029995664
144100000,97.9766474588265,97.9766474588265,97.973707280909,-893.01029995664,-893.01029995664,-893.01029995664
145000000,97.9685681692757,97.9715083471932,97.9715083471932,-893.01029995664,-893.01029995664,-893.01029995664
145900000,97.9634300113167,97.9693094134774,97.9693094134774,-893.01029995664,-893.01029995664,-893.01029995664
146800000,97.9612301239266,97.9671104797616,97.9641703018441,-893.01029995664,-893.01029995664,-893.01029995664
147700000,97.9619713681282,97.9560919659676,97.9590311902108,-893.01029995664,-893.01029995664,-893.01029995664
148600000,97.9480126764168,97.9538930322518,97.9568322564949,-893.01029995664,-893.01029995664,-893.01029995664
149500000,97.9516931448617,97.945813742701,97.9487539206185,-893.01029995664,-893.01029995664,-893.01029995664
150400000,97.9465549869027,97.9465549869027,97.9406746310677,-893.01029995664,-893.01029995664,-893.01029995664
151300000,97.9384756973519,97.9377413681283,97.9414158752694,-893.01029995664,-893.01029995664,-893.01029995664
152200000,97.9362767636361,97.9421561657967,97.9421561657967,-893.01029995664,-893.01029995664,-893.01029995664
153100000,97.9340778299203,97.9370170541634,97.9370170541634,-893.01029995664,-893.01029995664,-893.01029995664
154000000,97.9348181204476,97.9348181204476,97.9348181204476,-893.01029995664,-893.01029995664,-893.01029995664
154900000,97.9326191867318,97.9296790088143,97.9326191867318,-893.01029995664,-893.01029995664,-893.01029995664
155800000,97.930420253016,97.9333594772591,97.9333594772591,-893.01029995664,-893.01029995664,-893.01029995664
156700000,97.9282213193001,97.9274860364022,97.9282213193001,-893.01029995664,-893.01029995664,-893.01029995664
157600000,97.9289616098275,97.92602143191,97.9230822076668,-893.01029995664,-893.01029995664,-893.01029995664
158500000,97.9252921103158,97.9267626761117,97.9297019003548,-893.01029995664,-893.01029995664,-893.01029995664
159400000,97.9245627887215,97.9216235644784,97.927502966639,-893.01029995664,-893.01029995664,-893.01029995664
160300000,97.9204202667489,97.9174810425057,97.9174810425057,-893.01029995664,-893.01029995664,-893.01029995664
161200000,97.9156673932137,97.9127281689705,97.9127281689705,-893.01029995664,-893.01029995664,-893.01029995664
162100000,97.9109145196786,97.9079743417611,97.9079743417611,-893.01029995664,-893.01029995664,-893.01029995664
163000000,97.8973420660653,97.8973420660653,97.9002822439827,-893.01029995664,-893.01029995664,-893.01029995664
163900000,97.8955293704476,97.8918539096322,97.8955293704476,-893.01029995664,-893.01029995664,-893.01029995664
164800000,97.887836318995,97.8848961410775,97.887836318995,-893.01029995664,-893.01029995664,-893.01029995664
165700000,97.8801432675423,97.8801432675423,97.8830834454598,-893.01029995664,-893.01029995664,-893.01029995664
166600000,97.8695109918465,97.8724502160897,97.8753903940072,-893.01029995664,-893.01029995664,-893.01029995664
167500000,97.8676973425545,97.870637520472,97.8735767447152,-893.01029995664,-893.01029995664,-893.01029995664
168400000,97.8622091861214,97.8658846469368,97.86882387118,-893.01029995664,-893.01029995664,-893.01029995664
169300000,97.8552514175667,97.8581915954842,97.8581915954842,-893.01029995664,-893.01029995664,-893.01029995664
170200000,97.8534387219491,97.8563779461922,97.8534387219491,-893.01029995664,-893.01029995664,-893.01029995664
171100000,97.8428064462533,97.8486858484139,97.8501554605355,-893.01029995664,-893.01029995664,-893.01029995664
172000000,97.8468721991219,97.8380526190438,97.8409927969613,-893.01029995664,-893.01029995664,-893.01029995664
172900000,97.8332997455086,97.8362399234261,97.8362399234261,-893.01029995664,-893.01029995664,-893.01029995664
173800000,97.8285468719735,97.8278115890755,97.8285468719735,-893.01029995664,-893.01029995664,-893.01029995664
174700000,97.8208538205208,97.8208538205208,97.8208538205208,-893.01029995664,-893.01029995664,-893.01029995664
